Datetime,Run Name,Finished,Table,Platform,Model,Target,Data,Mode,Pretrained Model,Embedding Dimension,Word Dimension,BoW Classifier,BoW LR C,CNN Output Channels,LSTM Layers,LSTM Hidden Dimension,LSTM Bidirectional,Max Tokens,CUDA Blocking,Epochs,Learning Rate,Patience,Class Imbalance Fix,Accuracy,Balanced Accuracy,AUC,F1,Recall,Precision,Specificity,PPV,NPV,TP,TN,FP,FN,LaTeX String,Table Extra
,BERT_20220212-1030,20220212-1116,test,SCAR_NLP,BERT,dsplnic_PSYCHIATRY_60,ppv4,,bert-base-uncased,,,,,,,,,512.0,FALSE,2,1e-05,5,loss_weight,0.022650819,0.502170444,0.481165409,0.036267139,1.0,0.018468469,0.004340873,0.018468469,1.0,82.0,19.0,4358.0,0.0,BERT & 0.02 & 0.5 & 0.48 & 0.04 & 0.02 & 1.0 \\,
,BoW_20220212-1139,20220212-1147,see_psych,SCAR_NLP,BoW,dsplnic_PSYCHIATRY_60,ppv4,,,,,l2logreg,0.2,,,,,5000.0,FALSE,1,,5,loss_weight,0.803767681,0.732512534,0.732512593,0.109867752,0.658536613,0.059933409,0.806488454,0.059933407,0.99213041,54.0,3530.0,847.0,28.0,BoW & 0.8 & 0.73 & 0.73 & 0.11 & 0.06 & 0.66 \\,
,CNN_20220212-1147,20220212-1228,see_psych,SCAR_NLP,CNN,dsplnic_PSYCHIATRY_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,,,500.0,,,,,FALSE,100,1e-05,5,loss_weight,0.870150268,0.682559073,0.753865838,0.121396065,0.48780489,0.069324091,0.877313256,0.06932409,0.989180835,40.0,3840.0,537.0,42.0,CNN & 0.87 & 0.68 & 0.75 & 0.12 & 0.07 & 0.49 \\,
,LSTM_20220212-1228,20220212-1331,see_psych,SCAR_NLP,LSTM,dsplnic_PSYCHIATRY_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,,,,2.0,128.0,False,,FALSE,100,1e-05,5,loss_weight,0.981610239,0.5,0.523892879,0.0,0.0,0.0,1.0,0.0,0.981610227,0.0,4377.0,0.0,82.0,LSTM & 0.98 & 0.5 & 0.52 & 0.0 & 0.0 & 0.0 \\,
,BERT_20220212-1331,20220212-2018,see_psych,SCAR_NLP,BERT,dsplnic_PSYCHIATRY_60,ppv4,,bert-base-uncased,,,,,,,,,512.0,FALSE,100,1e-05,5,loss_weight,0.731105626,0.623700976,0.632594466,0.065471545,0.51219511,0.034970857,0.735206783,0.034970857,0.987722516,42.0,3218.0,1159.0,40.0,BERT & 0.73 & 0.62 & 0.63 & 0.07 & 0.03 & 0.51 \\,
,BoW_20220215-1426,20220215-1433,,SCAR_NLP,BoW,dsplnic_PSYCHIATRY_60,ppv4,,,,,l2logreg,0.2,,,,,5000.0,False,1,,5,loss_weight,0.8037676811218262,0.7325125336647034,0.7325125932693481,0.1098677515983581,0.6585366129875183,0.0599334090948104,0.8064884543418884,0.0599334073251942,0.9921304103428892,54.0,3530.0,847.0,28.0,BoW & 0.8 & 0.73 & 0.73 & 0.11 & 0.06 & 0.66 \\,
,BoW_20220215-1502,20220215-1511,,SCAR_NLP,BoW,dsplnic_PSYCHIATRY_60,ppv4,,,,,l2logreg,0.2,,,,,5000.0,False,1,,5,loss_weight,0.8037676811218262,0.7325125336647034,0.7325125932693481,0.1098677515983581,0.6585366129875183,0.0599334090948104,0.8064884543418884,0.0599334073251942,0.9921304103428892,54.0,3530.0,847.0,28.0,BoW & 0.8 & 0.73 & 0.73 & 0.11 & 0.06 & 0.66 \\,
,BoW_20220215-2051,20220215-2059,compare_n,SCAR_NLP,BoW,dsplnic_PSYCHIATRY_60,ppv4,,,,,l2logreg,0.2,,,,,5000.0,False,1,,5,loss_weight,0.8037676811218262,0.7325125336647034,0.7325125932693481,0.1098677515983581,0.6585366129875183,0.0599334090948104,0.8064884543418884,0.0599334073251942,0.9921304103428892,54.0,3530.0,847.0,28.0,BoW & 30953 & 0.8 & 0.73 & 0.73 & 0.11 & 0.06 & 0.66 \\,30953.0
,CNN_20220215-2059,20220215-2127,compare_n,SCAR_NLP,CNN,dsplnic_PSYCHIATRY_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,,,500.0,,,,,False,100,1e-05,5,loss_weight,0.8326979279518127,0.6754487156867981,0.7167288064956665,0.1012048199772834,0.5121951103210449,0.0561497323215007,0.8387023210525513,0.0561497326203208,0.9892212341686876,42.0,3671.0,706.0,40.0,CNN & 30953 & 0.83 & 0.68 & 0.72 & 0.1 & 0.06 & 0.51 \\,30953.0
,BoW_20220216-1337,20220216-1344,compare_n,SCAR_NLP,BoW,dsplnic_PSYCHIATRY_60,ppv4,,,,,l2logreg,0.2,,,,,5000.0,False,1,,5,loss_weight,0.8037676811218262,0.7325125336647034,0.7325125932693481,0.1098677515983581,0.6585366129875183,0.0599334090948104,0.8064884543418884,0.0599334073251942,0.9921304103428892,54.0,3530.0,847.0,28.0,BoW & 30953 & 0.8 & 0.73 & 0.73 & 0.11 & 0.06 & 0.66 \\,30953.0
,CNN_20220216-1344,20220216-1423,compare_n,SCAR_NLP,CNN,dsplnic_PSYCHIATRY_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,,,500.0,,,,,False,100,1e-05,5,loss_weight,0.8252971768379211,0.7075789570808411,0.7489008903503418,0.1097142845392227,0.5853658318519592,0.0605296343564987,0.8297920823097229,0.0605296343001261,0.9907255864702672,48.0,3632.0,745.0,34.0,CNN & 30953 & 0.83 & 0.71 & 0.75 & 0.11 & 0.06 & 0.59 \\,30953.0
,BoW_20220217-1109,20220217-1117,imbalance_fix,SCAR_NLP,BoW,dsplnic_PSYCHIATRY_60,ppv4,,,,,l2logreg,0.2,,,,,5000.0,False,1,,5,loss_weight,0.8037676811218262,0.7325125336647034,0.7325125932693481,0.1098677515983581,0.6585366129875183,0.0599334090948104,0.8064884543418884,0.0599334073251942,0.9921304103428892,54.0,3530.0,847.0,28.0,BoW & Undersampling & 0.8 & 0.73 & 0.73 & 0.11 & 0.06 & 0.66 \\,Undersampling
,BoW_20220217-1200,20220217-1207,imbalance_fix,SCAR_NLP,BoW,dsplnic_PSYCHIATRY_60,ppv4,,,,,l2logreg,0.2,,,,,5000.0,False,1,,5,loss_weight,0.8037676811218262,0.7325125336647034,0.7325125932693481,0.1098677515983581,0.6585366129875183,0.0599334090948104,0.8064884543418884,0.0599334073251942,0.9921304103428892,54.0,3530.0,847.0,28.0,BoW & Weighted Loss & 0.8 & 0.73 & 0.73 & 0.11 & 0.06 & 0.66 \\,Weighted Loss
,CNN_20220217-1207,20220217-1221,imbalance_fix,SCAR_NLP,CNN,dsplnic_PSYCHIATRY_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,,,500.0,,,,,False,100,0.0001,5,loss_weight,0.8275398015975952,0.7326545715332031,0.800659716129303,0.119129441678524,0.6341463327407837,0.0657395720481872,0.8311628699302673,0.0657395701643489,0.9918211559432932,52.0,3638.0,739.0,30.0,CNN & Weighted Loss & 0.83 & 0.73 & 0.8 & 0.12 & 0.07 & 0.63 \\,Weighted Loss
,LSTM_20220217-1221,20220217-1436,imbalance_fix,SCAR_NLP,LSTM,dsplnic_PSYCHIATRY_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,,,,2.0,128.0,False,,False,100,0.0001,5,loss_weight,0.5754653215408325,0.634172797203064,0.714544415473938,0.0568011961877346,0.6951219439506531,0.0296103898435831,0.5732236504554749,0.0296103896103896,0.9901341752170482,57.0,2509.0,1868.0,25.0,LSTM & Weighted Loss & 0.58 & 0.63 & 0.71 & 0.06 & 0.03 & 0.7 \\,Weighted Loss
,BERT_20220217-1436,20220217-2230,imbalance_fix,SCAR_NLP,BERT,dsplnic_PSYCHIATRY_60,ppv4,,bert-base-uncased,,,,,,,,,512.0,False,100,0.0001,5,loss_weight,0.7284144163131714,0.682163417339325,0.7257741689682007,0.0790874511003494,0.6341463327407837,0.0421735607087612,0.7301804423332214,0.0421735607087612,0.9907005429267884,52.0,3196.0,1181.0,30.0,BERT & Weighted Loss & 0.73 & 0.68 & 0.73 & 0.08 & 0.04 & 0.63 \\,Weighted Loss
,BoW_20220218-1735,20220218-1743,imbalance_fix,SCAR_NLP,BoW,dsplnic_PSYCHIATRY_60,ppv4,,,,,l2logreg,0.2,,,,,5000.0,False,1,,5,loss_weight,0.8037676811218262,0.7325125336647034,0.7325125932693481,0.1098677515983581,0.6585366129875183,0.0599334090948104,0.8064884543418884,0.0599334073251942,0.9921304103428892,54.0,3530.0,847.0,28.0,BoW & Undersampling & 0.8 & 0.73 & 0.73 & 0.11 & 0.06 & 0.66 \\,Undersampling
,LSTM_20220219-1319,20220219-1324,imbalance_fix,SCAR_NLP,LSTM,dsplnic_PSYCHIATRY_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,,,,2.0,128.0,False,,False,100,0.0001,5,undersampling,0.9816102385520936,0.5,0.4271120429039001,0.0,0.0,0.0,1.0,0.0,0.9816102265081856,0.0,4377.0,0.0,82.0,LSTM & Undersampling & 0.98 & 0.5 & 0.43 & 0.0 & 0.0 & 0.0 \\,Undersampling
,BERT_20220219-1324,20220219-1411,imbalance_fix,SCAR_NLP,BERT,dsplnic_PSYCHIATRY_60,ppv4,,bert-base-uncased,,,,,,,,,512.0,False,100,0.0001,5,undersampling,0.7930029034614563,0.6671959757804871,0.7027420997619629,0.0870425328612327,0.5365853905677795,0.0473627559840679,0.7978067398071289,0.0473627559840679,0.9892351031303406,44.0,3492.0,885.0,38.0,BERT & Undersampling & 0.79 & 0.67 & 0.7 & 0.09 & 0.05 & 0.54 \\,Undersampling
,CNN_20220219-1451,20220219-1454,imbalance_fix,SCAR_NLP,CNN,dsplnic_PSYCHIATRY_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,,,500.0,,,,,False,100,0.0001,5,undersampling,0.8735142350196838,0.690255880355835,0.7785235643386841,0.1269349753856659,0.5,0.0726950317621231,0.8805117607116699,0.0726950354609929,0.9894736842105264,41.0,3854.0,523.0,41.0,CNN & Undersampling & 0.87 & 0.69 & 0.78 & 0.13 & 0.07 & 0.5 \\,Undersampling
,BoW_20220219-1456,20220219-1503,imbalance_fix,SCAR_NLP,BoW,dsplnic_PSYCHIATRY_60,ppv4,,,,,l2logreg,0.2,,,,,5000.0,False,1,,5,loss_weight,0.8037676811218262,0.7325125336647034,0.7325125932693481,0.1098677515983581,0.6585366129875183,0.0599334090948104,0.8064884543418884,0.0599334073251942,0.9921304103428892,54.0,3530.0,847.0,28.0,BoW & Undersampling & 0.8 & 0.73 & 0.73 & 0.11 & 0.06 & 0.66 \\,Undersampling
,LSTM_20220220-1546,20220220-1608,test,SCAR_NLP,LSTM,dsplnic_PSYCHIATRY_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,,,,1.0,512.0,True,,False,1,1e-05,5,loss_weight,0.9816102385520936,0.5,0.6461408734321594,0.0,0.0,0.0,1.0,0.0,0.9816102265081856,0.0,4377.0,0.0,82.0,LSTM & 0.98 & 0.5 & 0.65 & 0.0 & 0.0 & 0.0 \\,
,LSTM_20220221-0530,20220221-2233,see_psych,SCAR_NLP,LSTM,dsplnic_PSYCHIATRY_60,ppv4,rand,GoogleNews-vectors-negative300.txt,300.0,300.0,,,,1.0,512.0,True,,False,100,1e-05,5,loss_weight,0.7981610298156738,0.7176899909973145,0.7655064463615417,0.1035856679081916,0.6341463327407837,0.0563991330564022,0.80123370885849,0.0563991323210412,0.991518235793045,52.0,3507.0,870.0,30.0,LSTM & 0.8 & 0.72 & 0.77 & 0.1 & 0.06 & 0.63 \\,
,Longformer_20220224-1029,20220224-1119,,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,8.0,False,3,0.0001,5,undersampling,0.018614038825035,0.5001142621040344,0.5556846261024475,0.0361233502626419,1.0,0.0183938983827829,0.0002284669899381,0.0183938983827829,1.0,82.0,1.0,4376.0,0.0,Longformer & 0.02 & 0.5 & 0.56 & 0.04 & 0.02 & 1.0 \\,
,BERT_20220224-1119,20220224-1123,,SCAR_NLP,BERT,dsplnic_PSYCHIATRY_60,ppv4,,bert-base-uncased,,,,,,,,,8.0,False,3,1e-05,5,undersampling,0.9816102385520936,0.5,0.4761571884155273,0.0,0.0,0.0,1.0,0.0,0.9816102385520936,0.0,4377.0,0.0,82.0,BERT & 0.98 & 0.5 & 0.48 & 0.0 & 0.0 & 0.0 \\,
,BERT_20220224-1224,20220224-1234,compare_token_len,SCAR_NLP,BERT,dsplnic_PSYCHIATRY_60,ppv4,,bert-base-uncased,,,,,,,,,256.0,False,100,1e-05,5,undersampling,0.1704417914152145,0.5116336941719055,0.5081886053085327,0.0369695387780666,0.8658536672592163,0.0188880022615194,0.1574137508869171,0.0188880022615194,0.9842857122421264,71.0,689.0,3688.0,11.0,BERT & 256 & 0.17 & 0.51 & 0.51 & 0.04 & 0.02 & 0.87 \\,256
,BERT_20220224-1234,20220224-1348,compare_token_len,SCAR_NLP,BERT,dsplnic_PSYCHIATRY_60,ppv4,,bert-base-uncased,,,,,,,,,512.0,False,100,1e-05,5,undersampling,0.6420722007751465,0.6262168884277344,0.6318978667259216,0.0589622668921947,0.6097561120986938,0.0309789348393678,0.6426776051521301,0.0309789348393678,0.9887521862983704,50.0,2813.0,1564.0,32.0,BERT & 512 & 0.64 & 0.63 & 0.63 & 0.06 & 0.03 & 0.61 \\,512
,Longformer_20220224-1348,20220224-1805,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,256.0,False,100,0.0001,5,undersampling,0.7380578517913818,0.615275502204895,0.647979736328125,0.0641025602817535,0.4878048896789551,0.034305315464735,0.7427461743354797,0.034305315464735,0.9872456789016724,40.0,3251.0,1126.0,42.0,Longformer & 256 & 0.74 & 0.62 & 0.65 & 0.06 & 0.03 & 0.49 \\,256
,Longformer_20220224-1805,20220224-2207,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,512.0,False,100,0.0001,5,undersampling,0.722583532333374,0.619360089302063,0.6582050323486328,0.0635881945490837,0.5121951103210449,0.0338983051478862,0.7265250086784363,0.0338983051478862,0.9875776171684264,42.0,3180.0,1197.0,40.0,Longformer & 512 & 0.72 & 0.62 & 0.66 & 0.06 & 0.03 & 0.51 \\,512
,Longformer_20220224-2207,20220225-0310,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,1024.0,False,100,0.0001,5,undersampling,0.6344471573829651,0.6462662220001221,0.6922048330307007,0.0621403940021991,0.6585366129875183,0.0326086953282356,0.6339958906173706,0.0326086953282356,0.990010678768158,54.0,2775.0,1602.0,28.0,Longformer & 1024 & 0.63 & 0.65 & 0.69 & 0.06 & 0.03 & 0.66 \\,1024
,Longformer_20220225-0310,20220225-0509,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,2048.0,False,100,0.0001,5,undersampling,0.9816102385520936,0.5,0.5073193311691284,0.0,0.0,0.0,1.0,0.0,0.9816102385520936,0.0,4377.0,0.0,82.0,Longformer & 2048 & 0.98 & 0.5 & 0.51 & 0.0 & 0.0 & 0.0 \\,2048
,Longformer_20220225-0509,20220225-1457,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,4096.0,False,100,0.0001,5,undersampling,0.5593182444572449,0.6139813661575317,0.6563466191291809,0.0530120432376861,0.6707317233085632,0.0275965873152017,0.5572310090065002,0.0275965873152017,0.989051103591919,55.0,2439.0,1938.0,27.0,Longformer & 4096 & 0.56 & 0.61 & 0.66 & 0.05 & 0.03 & 0.67 \\,4096
,Longformer_20220226-1029,20220226-1210,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,256.0,False,100,1e-05,5,undersampling,0.0183897726237773,0.5,0.4143834114074707,0.036115389317274,1.0,0.0183897726237773,0.0,0.0183897726237773,0.0,82.0,0.0,4377.0,0.0,Longformer & 256 & 0.02 & 0.5 & 0.41 & 0.04 & 0.02 & 1.0 \\,256
,Longformer_20220226-1210,20220226-1349,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,512.0,False,100,1e-05,5,undersampling,0.9816102385520936,0.5,0.453222781419754,0.0,0.0,0.0,1.0,0.0,0.9816102385520936,0.0,4377.0,0.0,82.0,Longformer & 512 & 0.98 & 0.5 & 0.45 & 0.0 & 0.0 & 0.0 \\,512
,Longformer_20220226-1349,20220226-1530,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,1024.0,False,100,1e-05,5,undersampling,0.9816102385520936,0.5,0.4854394197463989,0.0,0.0,0.0,1.0,0.0,0.9816102385520936,0.0,4377.0,0.0,82.0,Longformer & 1024 & 0.98 & 0.5 & 0.49 & 0.0 & 0.0 & 0.0 \\,1024
,Longformer_20220226-1530,20220226-1729,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,2048.0,False,100,1e-05,5,undersampling,0.0183897726237773,0.5,0.463737815618515,0.036115389317274,1.0,0.0183897726237773,0.0,0.0183897726237773,0.0,82.0,0.0,4377.0,0.0,Longformer & 2048 & 0.02 & 0.5 & 0.46 & 0.04 & 0.02 & 1.0 \\,2048
,Longformer_20220226-1729,20220226-2044,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,4096.0,False,100,1e-05,5,undersampling,0.0183897726237773,0.5,0.4676538109779358,0.036115389317274,1.0,0.0183897726237773,0.0,0.0183897726237773,0.0,82.0,0.0,4377.0,0.0,Longformer & 4096 & 0.02 & 0.5 & 0.47 & 0.04 & 0.02 & 1.0 \\,4096
,Longformer_20220226-2340,20220227-0306,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,256.0,False,100,0.001,5,undersampling,0.7988338470458984,0.6163161993026733,0.6569234132766724,0.0723888278007507,0.4268292784690857,0.0395480208098888,0.8058030605316162,0.0395480208098888,0.9868494868278505,35.0,3527.0,850.0,47.0,Longformer & 256 & 0.8 & 0.62 & 0.66 & 0.07 & 0.04 & 0.43 \\,256
,Longformer_20220227-0306,20220227-0613,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,512.0,False,100,0.001,5,undersampling,0.7708006501197815,0.6140036582946777,0.6558172702789307,0.0675182491540908,0.4512194991111755,0.036489151418209,0.7767877578735352,0.036489151418209,0.9869375824928284,37.0,3400.0,977.0,45.0,Longformer & 512 & 0.77 & 0.61 & 0.66 & 0.07 & 0.04 & 0.45 \\,512
,Longformer_20220227-0613,20220227-0936,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,1024.0,False,100,0.001,5,undersampling,0.6674142479896545,0.6331419348716736,0.6295881271362305,0.0619860850274562,0.5975610017776489,0.0326884575188159,0.6687228679656982,0.0326884575188159,0.9888513684272766,49.0,2927.0,1450.0,33.0,Longformer & 1024 & 0.67 & 0.63 & 0.63 & 0.06 & 0.03 & 0.6 \\,1024
,Longformer_20220227-0937,20220227-1257,compare_token_len,SCAR_NLP,Longformer,dsplnic_PSYCHIATRY_60,ppv4,,allenai/longformer-base-4096,,,,,,,,,2048.0,False,100,0.001,5,undersampling,0.7515137791633606,0.6400794982910156,0.7065452933311462,0.0720268040895462,0.5243902206420898,0.0386690646409988,0.7557687759399414,0.0386690646409988,0.9883477687835692,43.0,3308.0,1069.0,39.0,Longformer & 2048 & 0.75 & 0.64 & 0.71 & 0.07 & 0.04 & 0.52 \\,2048
